year,boro_cd,total_recycled,total_refuse,pct_recycled_annum,pct_recycled_2009,pct_change,pct_point_change,fp_100_mhhi,pct_black_nh,pct_foreign_born,pct_hispanic,pct_white_nh,poverty_rate,unemployment_cd
2009-01-01,101,7071.0,13451.800000000001,52.56545592411425,52.56545592411425,0.0,0.0,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2010-01-01,101,6946.9,13993.499999999998,49.64376317576018,52.56545592411425,-5.558199195631353,-2.9216927483540687,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2011-01-01,101,6904.799999999999,14657.000000000002,47.109231084123614,52.56545592411425,-10.379867812556354,-5.456224839990632,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2012-01-01,101,6318.3,15018.9,42.0689930687334,52.56545592411425,-19.968366431623828,-10.496462855380848,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2013-01-01,101,6373.6,15349.8,41.52236511224902,52.56545592411425,-21.008266013724885,-11.043090811865227,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2014-01-01,101,6630.100000000002,15640.099999999999,42.391672687514806,52.56545592411425,-19.354503937503654,-10.17378323659944,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2015-01-01,101,6945.899999999999,15670.000000000002,44.32610082961071,52.56545592411425,-15.674467099454493,-8.239355094503537,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2016-01-01,101,7196.4,15792.0,45.56990881458967,52.56545592411425,-13.308259172380533,-6.99554710952458,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2017-01-01,101,7142.9000000000015,16273.0,43.89418054446016,52.56545592411425,-16.496147949657868,-8.671275379654084,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2018-01-01,101,7531.400000000001,16485.5,45.68499590549271,52.56545592411425,-13.089318636471948,-6.880460018621534,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2019-01-01,101,6719.5,14126.4,47.566966813908714,52.56545592411425,-9.509075917502873,-4.998489110205533,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2009-01-01,102,9549.0,26667.999999999996,35.806959652017404,35.806959652017404,0.0,0.0,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2010-01-01,102,9228.699999999999,25707.300000000003,35.89914148899339,35.806959652017404,0.25744111723486895,0.09218183697598903,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2011-01-01,102,8992.8,26954.800000000003,33.36251799308471,35.806959652017404,-6.826722186660083,-2.4444416589326963,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2012-01-01,102,8293.2,26062.0,31.82104213030466,35.806959652017404,-11.131683785635715,-3.985917521712743,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
2013-01-01,102,8211.1,24955.4,32.90309912884586,35.806959652017404,-8.109765675142821,-2.903860523171545,121000.0,2.3,23.9,6.4,72.0,8.8,2.8
