MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID,year,total_recycled,percent_recycled,borough_code
2012-05-01,Manhattan,10,2958.4,223.3,163.0,,,,,1,2012,386.3,0.13057733910221742,110
2011-02-01,Manhattan,10,2769.3,198.5,148.8,,,,,1,2011,347.3,0.1254107536200484,110
2013-12-01,Manhattan,10,2862.1,246.1,176.0,,,,,1,2013,422.1,0.14747912372034522,110
2009-08-01,Manhattan,10,3024.9,187.2,151.4,,,,,1,2009,338.6,0.11193758471354426,110
2014-07-01,Manhattan,10,2998.8,247.3,198.6,,,,,1,2014,445.9,0.1486928104575163,110
2012-03-01,Manhattan,10,2730.0,197.1,152.9,,,,,1,2012,350.0,0.1282051282051282,110
2010-05-01,Manhattan,10,2793.7,186.5,144.4,,,,,1,2010,330.9,0.11844507284246698,110
2013-11-01,Manhattan,10,2774.0,200.0,150.8,,,,,1,2013,350.8,0.12645998558038934,110
2015-02-01,Manhattan,10,2324.4,211.9,195.5,,,,,1,2015,407.4,0.17527103768714505,110
2017-12-01,Manhattan,10,2738.1,308.6,254.1,,32.5,,,1,2017,562.7,0.20550746868266317,110
2019-02-01,Manhattan,10,2356.6,228.1,237.8,,,,,1,2019,465.9,0.1977000763812272,110
2018-04-01,Manhattan,10,2618.7,233.5,227.5,,30.3,,,1,2018,461.0,0.176041547332646,110
2019-09-01,Manhattan,10,2560.7,250.9,236.8,,34.2,,,1,2019,487.70000000000005,0.19045573476002658,110
2019-10-01,Manhattan,10,2706.1,287.6,275.2,,42.1,,,1,2019,562.8,0.20797457595802077,110
2013-01-01,Bronx,4,4741.7,193.9,201.0,,,,18.6,2,2013,394.9,0.08328236708353544,204
2009-01-01,Bronx,4,4436.6,174.3,199.7,,,,12.4,2,2009,374.0,0.08429878735968985,204
2015-01-01,Bronx,4,3843.8,172.6,209.9,,,,12.4,2,2015,382.5,0.09951090067121078,204
2014-04-01,Bronx,4,4220.4,218.6,218.8,,,,,2,2014,437.4,0.10363946545351152,204
2010-09-01,Bronx,4,4459.8,171.3,178.9,,,,,2,2010,350.20000000000005,0.07852370061437733,204
2010-12-01,Bronx,4,3556.4,142.5,141.8,,,,,2,2010,284.3,0.07994038915757508,204
2016-02-01,Bronx,4,3894.7,241.5,323.0,,,,,2,2016,564.5,0.1449405602485429,204
2016-08-01,Bronx,4,4288.3,223.7,319.5,,,,,2,2016,543.2,0.12667024228715343,204
2017-11-01,Bronx,4,4199.8,212.5,306.2,,,,,2,2017,518.7,0.12350588123243965,204
2019-02-01,Bronx,4,3513.9,194.7,297.3,14.5,,,,2,2019,492.0,0.1400153675403398,204
2019-04-01,Bronx,4,4078.5,247.7,363.7,15.2,,,,2,2019,611.4,0.14990805443177638,204
2019-08-01,Bronx,4,4155.0,241.3,358.5,12.8,,,,2,2019,599.8,0.14435619735258723,204
2010-01-01,Brooklyn,1,4265.5,470.9,373.0,,,,21.3,3,2010,843.9,0.19784316023912787,301
2009-01-01,Brooklyn,1,4432.4,498.7,426.0,,,,17.2,3,2009,924.7,0.2086228679722047,301
2016-01-01,Brooklyn,1,4814.4,463.7,362.3,8.3,,,62.4,3,2016,826.0,0.1715686274509804,301
2019-01-01,Brooklyn,1,5490.4,690.6,529.4,50.6,,,42.2,3,2019,1220.0,0.22220603234736996,301
2013-12-01,Brooklyn,1,4961.9,528.1,403.7,,,,,3,2013,931.8,0.18779096716983415,301
2013-02-01,Brooklyn,1,4395.4,424.2,320.2,,,,,3,2013,744.4,0.16935887518769624,301
2011-06-01,Brooklyn,1,5023.6,479.7,388.5,,,,,3,2011,868.2,0.17282426944820448,301
2012-07-01,Brooklyn,1,4159.2,395.5,336.3,,,,,3,2012,731.8,0.17594729755722255,301
2009-12-01,Brooklyn,1,4669.8,507.7,407.6,,,,,3,2009,915.3,0.19600411152511882,301
2009-02-01,Brooklyn,1,4026.0,411.7,326.8,,,,,3,2009,738.5,0.1834326875310482,301
2011-08-01,Brooklyn,1,4385.6,417.6,353.8,,,,,3,2011,771.4000000000001,0.17589383436701933,301
2012-09-01,Brooklyn,1,4723.9,513.7,322.3,,,,,3,2012,836.0,0.1769724168589513,301
2010-12-01,Brooklyn,1,3537.3,448.7,337.8,,,,,3,2010,786.5,0.2223447262036016,301
2013-03-01,Brooklyn,1,4907.5,463.4,335.2,,,,,3,2013,798.5999999999999,0.16273051451859397,301
2009-10-01,Brooklyn,1,4701.1,468.3,381.8,,,,,3,2009,850.1,0.18083001850630703,301
2017-03-01,Brooklyn,1,5476.7,563.0,453.3,10.6,,,,3,2017,1016.3,0.1855679515036427,301
2015-10-01,Brooklyn,1,5374.4,572.3,432.0,16.8,,,,3,2015,1004.3,0.1868673712414409,301
2018-10-01,Brooklyn,1,5760.0,645.2,478.3,50.4,,,,3,2018,1123.5,0.19505208333333332,301
2018-12-01,Brooklyn,1,5289.1,678.2,451.4,51.1,,,,3,2018,1129.6,0.21357130702766064,301
2014-01-01,Brooklyn,3,3698.8,271.8,245.1,,,,14.8,3,2014,516.9,0.13974802638693629,303
2014-12-01,Brooklyn,3,4154.3,346.0,281.0,,,,,3,2014,627.0,0.15092795416797053,303
2011-07-01,Brooklyn,3,4162.8,210.8,218.0,,,,,3,2011,428.8,0.10300759104448928,303
2009-12-01,Brooklyn,3,4065.2,244.0,232.2,,,,,3,2009,476.2,0.11714060808816294,303
2012-07-01,Brooklyn,3,4245.1,220.0,225.6,,,,,3,2012,445.6,0.10496808084615203,303
2010-03-01,Brooklyn,3,4536.4,271.9,256.1,,,,,3,2010,528.0,0.11639185257032009,303
2017-04-01,Brooklyn,3,3825.8,303.5,298.2,,,,,3,2017,601.7,0.1572742955721679,303
2016-08-01,Brooklyn,3,4182.3,317.6,341.9,,,,,3,2016,659.5,0.15768835329842432,303
2016-03-01,Brooklyn,3,3894.1,326.4,311.4,,,,,3,2016,637.8,0.16378624072314527,303
2018-09-01,Brooklyn,3,4055.0,363.7,335.3,,,,,3,2018,699.0,0.17237977805178792,303
2019-03-01,Brooklyn,3,3868.5,341.5,329.1,,,,,3,2019,670.6,0.17334884322088664,303
2015-04-01,Manhattan,12,4719.3,468.7,498.0,,22.9,,,1,2015,966.7,0.2048397008030852,112
2014-12-01,Manhattan,12,5279.7,542.5,497.6,,32.5,,,1,2014,1040.1,0.19699982953576906,112
2014-03-01,Manhattan,12,4927.9,372.8,377.3,,38.2,,,1,2014,750.1,0.15221493942653058,112
2015-06-01,Manhattan,12,5221.2,471.0,454.4,,24.7,,,1,2015,925.4,0.17723894890063588,112
2016-03-01,Manhattan,12,4926.9,476.1,560.6,,36.3,,,1,2016,1036.7,0.2104162861028233,112
2017-04-01,Manhattan,12,4626.3,435.6,467.4,,21.8,,,1,2017,903.0,0.19518837948252382,112
2016-02-01,Manhattan,12,4456.3,478.8,541.7,,23.3,,,1,2016,1020.5,0.22900163813028745,112
2017-01-01,Manhattan,12,4901.0,465.2,508.1,,25.5,,44.8,1,2017,973.3,0.19859212405631502,112
2017-12-01,Manhattan,12,4748.1,494.4,499.5,,39.1,,,1,2017,993.9,0.20932583559739684,112
2019-05-01,Manhattan,12,4988.8,495.1,550.9,31.4,53.3,,,1,2019,1046.0,0.2096696600384862,112
2009-01-01,Manhattan,12,5168.7,527.8,496.9,,,,32.0,1,2009,1024.6999999999998,0.19825101089248745,112
2010-07-01,Manhattan,12,5452.7,438.7,432.9,,,,,1,2010,871.5999999999999,0.15984741504208924,112
2012-08-01,Manhattan,12,5314.7,422.7,386.3,,,,,1,2012,809.0,0.15221931623609988,112
2011-08-01,Manhattan,12,5693.6,417.1,370.0,,,,,1,2011,787.1,0.1382429394407756,112
2010-10-01,Manhattan,12,5274.1,409.0,370.2,,,,,1,2010,779.2,0.14774084677954533,112
2010-12-01,Manhattan,12,4135.0,419.7,371.8,,,,,1,2010,791.5,0.19141475211608222,112
2012-06-01,Manhattan,12,5198.4,415.2,364.7,,,,,1,2012,779.9,0.15002693136349646,112
2009-04-01,Manhattan,12,5292.0,435.2,423.3,,,,,1,2009,858.5,0.1622260015117158,112
2017-08-01,Manhattan,12,4996.5,494.5,530.3,,,,,1,2017,1024.8,0.2051035725007505,112
2015-08-01,Manhattan,12,4744.3,425.8,441.4,,,,,1,2015,867.2,0.1827877663722783,112
2010-01-01,Manhattan,5,1292.0,329.3,195.1,,,,22.4,1,2010,524.4,0.40588235294117647,105
2016-01-01,Manhattan,5,1193.2,227.4,151.1,,,,22.4,1,2016,378.5,0.3172142138786456,105
2019-01-01,Manhattan,5,1306.3,330.3,220.1,,,,19.1,1,2019,550.4,0.42134272372349385,105
2015-04-01,Manhattan,5,1249.9,261.0,159.9,,,,,1,2015,420.9,0.3367469397551804,105
2014-10-01,Manhattan,5,1347.4,270.9,168.0,,,,,1,2014,438.9,0.32573845925486117,105
2013-05-01,Manhattan,5,1371.8,244.3,154.1,,,,,1,2013,398.4,0.29042134421927396,105
2013-06-01,Manhattan,5,1307.2,206.8,132.7,,,,,1,2013,339.5,0.25971542227662175,105
2009-10-01,Manhattan,5,1393.0,358.2,192.2,,,,,1,2009,550.4,0.39511844938980617,105
2009-09-01,Manhattan,5,1350.2,281.3,148.4,,,,,1,2009,429.70000000000005,0.31824914827432976,105
2011-10-01,Manhattan,5,1364.2,231.4,140.9,,,,,1,2011,372.3,0.272907198358012,105
2012-04-01,Manhattan,5,1252.2,192.1,133.6,,,,,1,2012,325.7,0.26010222009263695,105
2011-09-01,Manhattan,5,1348.8,278.3,152.4,,,,,1,2011,430.70000000000005,0.31932087781731916,105
2012-09-01,Manhattan,5,1260.1,260.8,135.3,,,,,1,2012,396.1,0.31434013173557657,105
2016-11-01,Manhattan,5,1342.0,290.8,185.7,,,,,1,2016,476.5,0.3550670640834575,105
2016-05-01,Manhattan,5,1314.9,275.1,174.0,,,,,1,2016,449.1,0.34154688569472963,105
2018-12-01,Manhattan,5,1302.5,285.3,161.9,,,,,1,2018,447.20000000000005,0.3433397312859885,105
2018-04-01,Manhattan,5,1252.8,256.2,159.7,,,,,1,2018,415.9,0.33197637292464877,105
2019-09-01,Manhattan,5,1279.8,288.2,164.7,,,,,1,2019,452.9,0.35388341928426315,105
2009-01-01,Manhattan,8,5916.4,1562.5,818.5,,,,101.0,1,2009,2381.0,0.4024406733824623,108
2014-10-01,Manhattan,8,5675.7,1235.0,748.6,11.5,,,,1,2014,1983.6,0.3494899307574396,108
2015-06-01,Manhattan,8,5680.3,1166.8,707.0,13.7,,,,1,2015,1873.8,0.3298769431192014,108
2013-06-01,Manhattan,8,5609.6,1102.0,633.6,,,,,1,2013,1735.6,0.3093981745579007,108
2011-06-01,Manhattan,8,5924.0,1146.2,651.2,,,,,1,2011,1797.4,0.3034098582039163,108
2012-06-01,Manhattan,8,5702.3,1162.3,641.6,,,,,1,2012,1803.9,0.3163460358101117,108
2014-05-01,Manhattan,8,5799.1,1267.2,727.3,,,,,1,2014,1994.5,0.34393267920884274,108
2013-08-01,Manhattan,8,5108.9,914.7,584.0,,,,,1,2013,1498.7,0.293350819158723,108
2010-02-01,Manhattan,8,4606.9,1008.8,562.8,,,,,1,2010,1571.6,0.3411404632182162,108
2014-02-01,Manhattan,8,4869.7,948.4,620.4,,,,,1,2014,1568.8,0.3221553689138961,108
2012-12-01,Manhattan,8,5784.6,1292.4,665.7,,,,,1,2012,1958.1000000000001,0.3385022300591225,108
2016-07-01,Manhattan,8,4669.1,1047.0,713.2,7.6,,,,1,2016,1760.2,0.37698914137628237,108
2017-02-01,Manhattan,8,4725.9,990.2,712.9,7.4,,,,1,2017,1703.1,0.36037580143464737,108
2016-09-01,Manhattan,8,5124.8,1252.4,744.9,8.1,,,,1,2016,1997.3000000000002,0.38973228223540435,108
2018-11-01,Manhattan,8,5519.7,1366.3,853.0,13.2,,,,1,2018,2219.3,0.40206895302280926,108
2019-04-01,Manhattan,8,5357.7,1172.6,795.1,17.5,,,,1,2019,1967.6999999999998,0.3672658043563469,108
2013-07-01,Bronx,5,3685.0,178.5,246.6,,,,,2,2013,425.1,0.11535956580732701,205
2010-09-01,Bronx,5,3604.2,181.4,226.1,,,,,2,2010,407.5,0.11306253814993619,205
2012-06-01,Bronx,5,3582.3,195.2,232.7,,,,,2,2012,427.9,0.1194483990732211,205
2009-03-01,Bronx,5,3653.6,172.7,228.9,,,,,2,2009,401.6,0.10991898401576528,205
2009-04-01,Bronx,5,3522.4,174.3,244.6,,,,,2,2009,418.9,0.11892459686577332,205
2016-03-01,Bronx,5,3519.9,207.0,314.1,,,,,2,2016,521.1,0.14804397852211712,205
2016-11-01,Bronx,5,3507.0,203.7,325.3,,,,,2,2016,529.0,0.1508411747932706,205
2015-10-01,Bronx,5,3396.8,195.5,277.9,,,,,2,2015,473.4,0.13936646255299104,205
2018-04-01,Bronx,5,3337.8,187.4,296.0,5.8,,,,2,2018,483.4,0.14482593324944573,205
2017-10-01,Bronx,5,3510.6,183.1,304.3,,,,,2,2017,487.4,0.1388366660969635,205
2018-12-01,Bronx,5,3565.2,233.5,299.5,,,0.7,,2,2018,533.0,0.14950072927185012,205
2019-04-01,Bronx,5,3513.2,207.9,329.1,,,,,2,2019,537.0,0.152852100648981,205
2011-10-01,Manhattan,6,3033.7,492.4,341.0,,,,,1,2011,833.4,0.27471404555493295,106
2013-07-01,Manhattan,6,2990.8,406.7,310.4,,,,,1,2013,717.0999999999999,0.2397686237795907,106
2014-06-01,Manhattan,6,2822.8,523.0,334.6,,,,,1,2014,857.6,0.303811818052997,106
2012-05-01,Manhattan,6,3133.4,503.2,353.9,,,,,1,2012,857.0999999999999,0.2735367332609944,106
2014-12-01,Manhattan,6,3028.8,577.1,389.3,,,,,1,2014,966.4000000000001,0.3190702588483888,106
2013-12-01,Manhattan,6,2940.1,533.5,369.8,,,,,1,2013,903.3,0.30723444780789766,106
2016-08-01,Manhattan,6,2838.0,459.7,357.1,,,,,1,2016,816.8,0.2878083157152924,106
2017-05-01,Manhattan,6,3033.7,502.9,391.9,14.7,,,,1,2017,894.8,0.29495335728648187,106
2016-10-01,Manhattan,6,2907.6,553.1,393.9,,,,,1,2016,947.0,0.32569817031228504,106
2017-11-01,Manhattan,6,2888.7,571.6,435.5,29.8,,,,1,2017,1007.1,0.3486343337833628,106
2017-10-01,Manhattan,6,2944.2,511.1,377.8,19.2,,,,1,2017,888.9000000000001,0.30191563073160793,106
2018-12-01,Manhattan,6,2855.8,640.2,423.6,27.3,,,,1,2018,1063.8000000000002,0.3725050773863716,106
2018-03-01,Manhattan,6,2847.5,612.7,463.5,21.7,,,,1,2018,1076.2,0.377945566286216,106
2018-04-01,Manhattan,6,2690.6,494.9,370.3,20.3,,,,1,2018,865.2,0.3215639634282316,106
2019-11-01,Manhattan,6,707.6,137.0,104.1,13.9,,,,1,2019,241.1,0.3407292255511588,106
2019-05-01,Manhattan,6,3033.4,649.9,471.7,45.9,,,,1,2019,1121.6,0.36975011538207947,106
2019-03-01,Manhattan,6,2757.4,567.0,431.6,35.6,,,,1,2019,998.6,0.36215275259302243,106
2019-08-01,Manhattan,6,2850.9,632.0,456.9,49.5,,,,1,2019,1088.9,0.3819495597881371,106
2019-06-01,Manhattan,6,2889.6,584.5,413.5,43.6,,,,1,2019,998.0,0.3453765227021041,106
2019-01-01,Manhattan,9,2213.9,269.6,271.3,16.5,76.6,,20.5,1,2019,540.9000000000001,0.24431997831880395,109
2018-01-01,Manhattan,9,2211.5,253.1,244.0,20.2,70.8,,36.9,1,2018,497.1,0.22477956138367625,109
2014-08-01,Manhattan,9,2419.1,285.5,216.8,,,,,1,2014,502.3,0.20763920466289118,109
2012-06-01,Manhattan,9,2583.3,279.5,190.7,,,,,1,2012,470.2,0.18201525180970074,109
2012-11-01,Manhattan,9,2609.9,257.4,198.3,,,,,1,2012,455.7,0.1746043909728342,109
2014-05-01,Manhattan,9,2712.0,329.8,246.3,,,,,1,2014,576.1,0.21242625368731563,109
2009-09-01,Manhattan,9,2755.1,271.1,182.1,,,,,1,2009,453.20000000000005,0.16449493666291606,109
2009-11-01,Manhattan,9,2605.7,235.6,164.4,,,,,1,2009,400.0,0.15350961353954792,109
2012-03-01,Manhattan,9,2510.3,259.0,196.7,,,,,1,2012,455.7,0.1815320877982711,109
2009-05-01,Manhattan,9,2785.9,311.4,215.3,,,,,1,2009,526.7,0.18905919092573317,109
2014-10-01,Manhattan,9,2518.6,288.8,228.9,,34.0,,,1,2014,517.7,0.20555070277138096,109
2017-02-01,Manhattan,9,2065.8,229.7,234.5,20.4,55.1,,,1,2017,464.2,0.22470713525026623,109
2015-08-01,Manhattan,9,2343.3,261.4,231.1,,,,,1,2015,492.5,0.21017368668117611,109
2015-06-01,Manhattan,9,2575.4,267.6,220.2,,26.3,,,1,2015,487.8,0.18940747068416555,109
2009-06-01,Manhattan,9,2904.0,260.6,172.6,,,,,1,2009,433.20000000000005,0.14917355371900828,109
2017-10-01,Manhattan,9,2289.7,246.2,232.0,28.9,95.0,,,1,2017,478.2,0.20884832074070842,109
2015-10-01,Manhattan,9,2438.5,303.5,266.7,,39.4,,,1,2015,570.2,0.23383227393889688,109
2014-01-01,Brooklyn,9,2872.1,250.7,198.2,,,,9.4,3,2014,448.9,0.15629678632359598,309
2009-01-01,Brooklyn,9,2913.7,255.5,190.3,,,,6.7,3,2009,445.8,0.15300133850430725,309
2014-03-01,Brooklyn,9,2957.9,222.4,159.8,,,,,3,2014,382.20000000000005,0.12921329321478076,309
2010-04-01,Brooklyn,9,3143.6,225.5,174.0,,,,,3,2010,399.5,0.12708359842219114,309
2011-06-01,Brooklyn,9,3473.1,227.3,158.6,,,,,3,2011,385.9,0.1111111111111111,309
2009-03-01,Brooklyn,9,3034.8,214.0,157.1,,,,,3,2009,371.1,0.12228153420324239,309
2010-06-01,Brooklyn,9,3474.8,225.4,180.7,,,,,3,2010,406.1,0.11687003568550708,309
2011-11-01,Brooklyn,9,3237.8,214.3,142.8,,,,,3,2011,357.1,0.11029093829143245,309
2012-10-01,Brooklyn,9,3226.5,209.1,142.1,,,,,3,2012,351.2,0.10884859755152641,309
2009-07-01,Brooklyn,9,3313.0,232.3,195.3,,,,,3,2009,427.6,0.12906731059462723,309
2009-06-01,Brooklyn,9,3435.0,229.1,169.4,,,,,3,2009,398.5,0.11601164483260554,309
2011-02-01,Brooklyn,9,3088.1,228.8,158.7,,,,,3,2011,387.5,0.12548168776917845,309
2013-06-01,Brooklyn,9,3212.0,233.9,158.3,,,,,3,2013,392.20000000000005,0.12210460772104609,309
2016-02-01,Brooklyn,9,2714.9,250.3,204.1,,,,,3,2016,454.4,0.16737264724299236,309
2019-09-01,Brooklyn,9,2946.9,260.7,217.8,,,,,3,2019,478.5,0.1623740201567749,309
2014-05-01,Manhattan,11,2309.1,188.5,147.4,,,,,1,2014,335.9,0.1454679312286172,111
2011-05-01,Manhattan,11,2339.0,159.4,116.6,,,,,1,2011,276.0,0.11799914493373237,111
2010-10-01,Manhattan,11,2162.9,169.7,111.6,,,,,1,2010,281.29999999999995,0.130056868093763,111
2011-07-01,Manhattan,11,2237.8,151.5,117.2,,,,,1,2011,268.7,0.12007328626329429,111
2009-02-01,Manhattan,11,1933.5,144.4,115.2,,,,,1,2009,259.6,0.13426428756141712,111
2012-03-01,Manhattan,11,2171.1,163.1,116.2,,,,,1,2012,279.3,0.12864446593892498,111
2010-06-01,Manhattan,11,2381.7,161.8,115.6,,,,,1,2010,277.4,0.11647142797161691,111
2013-04-01,Manhattan,11,2178.1,158.6,124.8,,,,,1,2013,283.4,0.13011340158854046,111
2014-12-01,Manhattan,11,2358.8,265.3,195.8,,34.5,,,1,2014,461.1,0.19548075292521622,111
2016-10-01,Manhattan,11,2233.8,203.3,188.3,,29.7,,,1,2016,391.6,0.1753066523413018,111
2017-02-01,Manhattan,11,1965.6,182.6,173.2,,16.2,,,1,2017,355.79999999999995,0.181013431013431,111
2016-07-01,Manhattan,11,2161.5,203.0,183.9,,,,,1,2016,386.9,0.17899606754568587,111
2015-03-01,Manhattan,11,2235.3,197.6,167.5,,41.9,,,1,2015,365.1,0.1633337807005771,111
2017-10-01,Manhattan,11,2245.2,197.3,175.2,,,,,1,2017,372.5,0.1659094958132906,111
2017-12-01,Manhattan,11,2227.5,228.5,183.6,,,,,1,2017,412.1,0.18500561167227836,111
2019-04-01,Manhattan,11,2348.2,206.4,183.8,,18.5,,,1,2019,390.20000000000005,0.16616983221190704,111
2019-03-01,Manhattan,11,2257.8,204.5,186.2,,22.8,,,1,2019,390.7,0.17304455664806448,111
2014-01-01,Bronx,7,3490.4,253.4,319.0,,,,11.7,2,2014,572.4,0.16399266559706624,207
2013-08-01,Bronx,7,3658.6,232.5,267.5,,,,,2,2013,500.0,0.13666429781883782,207
2010-05-01,Bronx,7,3554.9,224.9,251.4,,,,,2,2010,476.3,0.13398407831443923,207
2010-11-01,Bronx,7,4087.0,227.6,234.8,,,,,2,2010,462.4,0.11313922192317102,207
2013-02-01,Bronx,7,3400.8,185.8,220.6,,,,,2,2013,406.4,0.1195012938132204,207
2011-08-01,Bronx,7,4227.1,261.5,261.6,,,,,2,2011,523.1,0.12374914243807811,207
2009-08-01,Bronx,7,3932.8,236.7,296.9,,,,,2,2009,533.5999999999999,0.1356794141578519,207
2009-03-01,Bronx,7,3880.3,224.8,258.1,,,,,2,2009,482.90000000000003,0.12444914053037137,207
2010-06-01,Bronx,7,4049.2,253.3,281.8,,,,,2,2010,535.1,0.132149560406994,207
2012-07-01,Bronx,7,3822.7,224.3,253.9,,,,,2,2012,478.20000000000005,0.12509482826274623,207
2014-09-01,Bronx,7,3629.3,238.4,306.1,,,,,2,2014,544.5,0.15002893119885377,207
2016-12-01,Bronx,7,3798.7,336.1,424.7,,,,,2,2016,760.8,0.20027904283044198,207
2016-04-01,Bronx,7,3534.6,240.4,361.2,,,,,2,2016,601.6,0.17020313472528717,207
2018-07-01,Bronx,7,3861.0,283.0,427.7,,,,,2,2018,710.7,0.18407148407148408,207
2018-09-01,Bronx,7,3586.9,266.8,410.9,,,,,2,2018,677.7,0.1889375226518721,207
2015-09-01,Bronx,7,3594.6,258.8,348.2,,,,,2,2015,607.0,0.16886440772269515,207
2017-12-01,Bronx,7,3590.9,287.6,387.2,,,,,2,2017,674.8,0.1879194630872483,207
2019-06-01,Bronx,7,3667.6,283.8,452.1,,,,,2,2019,735.9000000000001,0.20064892572799653,207
2013-01-01,Manhattan,4,2226.6,481.2,328.2,,,,27.0,1,2013,809.4,0.36351387766100784,104
2015-01-01,Manhattan,4,2214.7,474.1,390.4,,,,21.6,1,2015,864.5,0.39034632230098887,104
2012-12-01,Manhattan,4,2219.5,538.2,313.2,,,,,1,2012,851.4000000000001,0.38359990988961484,104
2010-02-01,Manhattan,4,1777.6,342.4,263.7,,,,,1,2010,606.0999999999999,0.34096534653465344,104
2012-03-01,Manhattan,4,2126.7,420.3,337.0,,,,,1,2012,757.3,0.356091597310387,104
2011-08-01,Manhattan,4,2374.8,390.6,289.3,,,,,1,2011,679.9000000000001,0.2862977934983999,104
2009-11-01,Manhattan,4,2082.7,413.6,281.2,,,,,1,2009,694.8,0.33360541604647814,104
2013-11-01,Manhattan,4,2310.1,434.5,328.7,,,,,1,2013,763.2,0.3303753084282066,104
2015-04-01,Manhattan,4,2145.6,430.5,369.2,,,,,1,2015,799.7,0.3727162565249814,104
2016-02-01,Manhattan,4,2130.9,450.5,381.3,,,,,1,2016,831.8,0.3903514946736121,104
2018-07-01,Manhattan,4,2342.2,444.5,349.7,19.2,,,,1,2018,794.2,0.33908291350012815,104
2017-10-01,Manhattan,4,2423.1,431.9,356.8,,,,,1,2017,788.7,0.3254921381701127,104
2015-06-01,Manhattan,4,2460.1,445.1,335.8,,,,,1,2015,780.9000000000001,0.3174261208893948,104
2019-08-01,Manhattan,4,2356.8,557.6,435.3,45.4,,,,1,2019,992.9000000000001,0.4212915818058384,104
2015-01-01,Manhattan,1,1303.2,378.8,256.1,11.7,,,22.0,1,2015,634.9000000000001,0.4871853898096993,101
2013-06-01,Manhattan,1,1275.5,325.7,188.5,,,,,1,2013,514.2,0.40313602508820073,101
2013-03-01,Manhattan,1,1197.0,348.7,203.5,,,,,1,2013,552.2,0.4613199665831245,101
2011-03-01,Manhattan,1,1216.2,398.7,192.2,,,,,1,2011,590.9,0.48585758921230054,101
2015-06-01,Manhattan,1,1412.6,341.4,218.7,12.2,,,,1,2015,560.0999999999999,0.3965029024493841,101
2015-05-01,Manhattan,1,1352.6,335.6,223.4,12.4,,,,1,2015,559.0,0.4132781310069496,101
2016-07-01,Manhattan,1,1242.2,357.1,211.0,11.8,,,,1,2016,568.1,0.4573337626791177,101
2016-03-01,Manhattan,1,1344.2,380.7,222.7,13.2,,,,1,2016,603.4,0.4488915339979169,101
2017-03-01,Manhattan,1,1352.5,414.2,247.9,13.2,,,,1,2017,662.1,0.4895378927911276,101
2016-06-01,Manhattan,1,1397.4,361.8,228.8,12.9,,,,1,2016,590.6,0.42264204952053813,101
2017-12-01,Manhattan,1,1348.5,428.5,256.8,16.2,,,,1,2017,685.3,0.5081942899517983,101
2019-11-01,Manhattan,1,339.5,92.8,58.9,5.5,,,,1,2019,151.7,0.44683357879234165,101
2019-06-01,Manhattan,1,1413.1,435.8,254.5,26.1,,,,1,2019,690.3,0.48850045998160074,101
2019-10-01,Manhattan,1,1481.4,442.6,265.6,24.2,,,,1,2019,708.2,0.4780612933711354,101
2012-01-01,Brooklyn,4,3070.3,189.0,237.0,,,,7.6,3,2012,426.0,0.13874865648307982,304
2014-12-01,Brooklyn,4,3122.7,236.8,268.5,,,,,3,2014,505.3,0.1618150959105902,304
2012-02-01,Brooklyn,4,2835.8,162.6,200.4,,,,,3,2012,363.0,0.12800620636152055,304
2012-04-01,Brooklyn,4,3087.1,168.2,209.4,,,,,3,2012,377.6,0.12231544167665448,304
2009-03-01,Brooklyn,4,3146.2,163.1,224.1,,,,,3,2009,387.2,0.12306909923081813,304
2009-02-01,Brooklyn,4,2758.1,158.0,205.6,,,,,3,2009,363.6,0.13182988289039557,304
2009-07-01,Brooklyn,4,3566.6,181.8,267.0,,,,,3,2009,448.8,0.12583412774070543,304
2015-12-01,Brooklyn,4,3065.6,264.4,308.2,,,,,3,2015,572.5999999999999,0.1867823590814196,304
2016-02-01,Brooklyn,4,2659.2,225.0,311.1,,,,,3,2016,536.1,0.20160198555956682,304
2012-12-01,Brooklyn,4,3187.2,208.9,222.5,,,,,3,2012,431.4,0.1353539156626506,304
2015-11-01,Brooklyn,4,2876.3,189.3,250.4,,,,,3,2015,439.70000000000005,0.15287000660570874,304
2013-04-01,Brooklyn,4,3236.6,173.9,218.5,,,,,3,2013,392.4,0.12123833652598405,304
2015-09-01,Brooklyn,4,3059.9,202.3,276.5,,,,,3,2015,478.8,0.15647570182032092,304
2018-10-01,Brooklyn,4,3157.8,251.3,361.1,,,,,3,2018,612.4000000000001,0.1939324846412059,304
2018-03-01,Brooklyn,4,2842.6,256.0,342.1,,,,,3,2018,598.1,0.21040596636881728,304
2019-03-01,Brooklyn,4,2769.8,251.3,341.3,,,,,3,2019,592.6,0.21395046573759838,304
2019-09-01,Brooklyn,4,3018.1,280.3,368.2,,,,,3,2019,648.5,0.21487028262814353,304
2016-01-01,Bronx,3,1744.3,79.0,116.5,,,,2.1,2,2016,195.5,0.11207934414951556,203
2019-01-01,Bronx,3,1951.3,167.1,218.5,,,16.5,4.5,2,2019,385.6,0.19761184851124894,203
2013-06-01,Bronx,3,1858.3,100.4,91.1,,,,,2,2013,191.5,0.10305117580584405,203
