MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID,year,total_recycled,percent_recycled,borough_code
2011-05-01,Brooklyn,8,2791.7,244.2,198.6,,,,,3,2011,442.79999999999995,0.1586130314861912,308
2012-08-01,Brooklyn,8,2913.6,221.6,200.2,,,,,3,2012,421.79999999999995,0.14476935749588138,308
2016-04-01,Brooklyn,8,2478.6,228.3,227.3,,12.6,,,3,2016,455.6,0.18381344307270234,308
2016-02-01,Brooklyn,8,2415.1,292.7,282.0,,12.4,,,3,2016,574.7,0.23796116102852888,308
2016-10-01,Brooklyn,8,2593.7,253.5,237.4,0.5,15.7,,,3,2016,490.9,0.18926629910938042,308
2019-02-01,Brooklyn,8,2291.2,256.9,240.6,,12.0,,,3,2019,497.5,0.21713512569832405,308
2018-06-01,Brooklyn,8,2848.4,288.5,274.5,,13.8,,,3,2018,563.0,0.19765482376070775,308
2019-05-01,Brooklyn,8,2848.7,280.9,265.0,,18.1,,,3,2019,545.9,0.19163127040404396,308
2014-05-01,Bronx,1,1992.4,87.8,91.9,,,,,2,2014,179.7,0.0901927323830556,201
2013-08-01,Bronx,1,1957.2,86.8,87.7,,,,,2,2013,174.5,0.08915798078888207,201
2013-04-01,Bronx,1,2026.1,95.0,95.0,,,,,2,2013,190.0,0.09377622032476186,201
2011-09-01,Bronx,1,2052.6,91.3,76.0,,,,,2,2011,167.3,0.08150638214946898,201
2013-12-01,Bronx,1,2052.3,115.5,111.2,,,,,2,2013,226.7,0.11046143351361885,201
2011-05-01,Bronx,1,2090.3,92.3,80.7,,,,,2,2011,173.0,0.08276323972635506,201
2014-04-01,Bronx,1,1920.6,98.3,105.3,,,,,2,2014,203.6,0.10600853899822972,201
2014-02-01,Bronx,1,1717.8,75.0,79.8,,,,,2,2014,154.8,0.09011526370939575,201
2012-06-01,Bronx,1,2001.4,89.7,87.0,,,,,2,2012,176.7,0.08828819826121714,201
2009-08-01,Bronx,1,1974.2,79.4,79.8,,,,,2,2009,159.2,0.08064025934555769,201
2014-03-01,Bronx,1,1966.9,92.5,95.4,,,,,2,2014,187.9,0.09553103869032488,201
2012-10-01,Bronx,1,2001.2,74.7,77.4,,,,,2,2012,152.10000000000002,0.07600439736158306,201
2009-06-01,Bronx,1,2118.6,103.1,92.4,,,,,2,2009,195.5,0.09227791938072312,201
2014-12-01,Bronx,1,2035.7,123.9,118.8,,,,,2,2014,242.7,0.11922188927641597,201
2016-06-01,Bronx,1,2022.0,107.4,129.2,,,,,2,2016,236.6,0.11701285855588527,201
2016-12-01,Bronx,1,1937.4,125.1,127.8,,,,,2,2016,252.89999999999998,0.13053576958810775,201
2016-01-01,Bronx,1,1700.2,80.6,92.5,,,,6.8,2,2016,173.1,0.1018115515821668,201
2018-07-01,Bronx,1,2024.4,127.5,155.9,3.1,,,,2,2018,283.4,0.13999209642363167,201
2017-02-01,Bronx,1,1666.6,88.4,117.0,,,,,2,2017,205.4,0.1232449297971919,201
2017-12-01,Bronx,1,1818.6,116.4,133.0,,,,,2,2017,249.4,0.13713845815462444,201
2018-10-01,Bronx,1,1928.3,121.5,151.9,3.7,,,,2,2018,273.4,0.14178291759580977,201
2018-06-01,Bronx,1,1939.7,118.4,141.4,2.4,,,,2,2018,259.8,0.13393823787183584,201
2009-01-01,Brooklyn,16,1738.8,103.5,120.9,,,,2.9,3,2009,224.4,0.1290545203588682,316
2011-08-01,Brooklyn,16,2224.4,95.9,105.3,,,,,3,2011,201.2,0.0904513576694839,316
2012-10-01,Brooklyn,16,1898.9,84.1,84.7,,,,,3,2012,168.8,0.08889356996155669,316
2009-06-01,Brooklyn,16,2209.8,99.0,115.6,,,,,3,2009,214.6,0.09711286089238844,316
2016-06-01,Brooklyn,16,2254.9,111.7,141.5,,,,,3,2016,253.2,0.11228879329460285,316
2017-03-01,Brooklyn,16,1920.2,105.6,136.6,,,,,3,2017,242.2,0.12613269451098844,316
2017-04-01,Brooklyn,16,1906.0,111.6,143.0,,,,,3,2017,254.6,0.1335781741867786,316
2015-09-01,Brooklyn,16,1973.2,102.9,128.3,,,,,3,2015,231.20000000000002,0.11717007905939592,316
2015-05-01,Brooklyn,16,1966.8,96.3,120.1,,,,,3,2015,216.39999999999998,0.11002643888549928,316
2017-10-01,Brooklyn,16,2138.0,90.8,127.0,22.5,,,,3,2017,217.8,0.1018709073900842,316
2018-12-01,Brooklyn,16,2126.1,137.2,163.2,31.9,,,,3,2018,300.4,0.1412915667184046,316
2018-05-01,Brooklyn,16,2312.7,116.3,154.5,31.2,,,,3,2018,270.8,0.11709257577723009,316
2018-04-01,Brooklyn,16,2131.1,100.3,137.0,22.3,,,,3,2018,237.3,0.1113509455210924,316
2009-01-01,Bronx,2,1671.4,92.5,108.0,,,,9.0,2,2009,200.5,0.11995931554385544,202
2011-06-01,Bronx,2,1770.4,74.9,89.7,,,,,2,2011,164.60000000000002,0.09297333935833711,202
2009-12-01,Bronx,2,1816.8,86.8,99.6,,,,,2,2009,186.39999999999998,0.10259797446059003,202
2009-04-01,Bronx,2,1632.8,75.4,92.7,,,,,2,2009,168.10000000000002,0.10295198432141109,202
2015-04-01,Bronx,2,1459.6,86.7,121.4,,,,,2,2015,208.10000000000002,0.1425733077555495,202
2011-11-01,Bronx,2,1716.3,52.3,64.5,,,,,2,2011,116.8,0.06805337062285148,202
2016-02-01,Bronx,2,1346.9,92.6,124.0,,,,,2,2016,216.6,0.16081372039498104,202
2016-06-01,Bronx,2,1605.9,104.3,150.2,,,,,2,2016,254.5,0.1584781119621396,202
2014-08-01,Bronx,2,1511.4,83.5,105.5,,,,,2,2014,189.0,0.12504962286621674,202
2015-09-01,Bronx,2,1495.2,81.5,119.2,,,,,2,2015,200.7,0.13422953451043337,202
2018-05-01,Bronx,2,1571.3,99.1,155.1,,,,,2,2018,254.2,0.16177687265321708,202
2019-05-01,Bronx,2,1538.6,115.2,183.0,,,,,2,2019,298.2,0.19381255686988172,202
2019-09-01,Bronx,2,1442.0,94.4,133.8,,,,,2,2019,228.20000000000002,0.15825242718446603,202
2014-01-01,Manhattan,7,5211.4,1068.3,755.6,,37.0,,111.4,1,2014,1823.9,0.34998273016847686,107
2010-10-01,Manhattan,7,5386.3,1385.6,632.1,,,,,1,2010,2017.6999999999998,0.3745985184635092,107
2013-06-01,Manhattan,7,5241.7,1052.4,621.6,,28.4,,,1,2013,1674.0,0.3193620390331381,107
2014-02-01,Manhattan,7,4530.1,855.7,606.2,,27.6,,,1,2014,1461.9,0.32270810798878613,107
2010-09-01,Manhattan,7,5362.6,1330.6,602.8,,,,,1,2010,1933.3999999999999,0.360534069294745,107
2014-05-01,Manhattan,7,5503.1,1194.4,689.5,,47.9,,,1,2014,1883.9,0.34233432065563046,107
2010-07-01,Manhattan,7,5124.5,1141.8,621.7,,,,,1,2010,1763.5,0.34413113474485313,107
2014-07-01,Manhattan,7,5053.3,981.2,617.0,,17.3,,,1,2014,1598.2,0.31626857696950506,107
2016-06-01,Manhattan,7,5270.5,1157.4,784.2,16.4,21.2,,,1,2016,1941.6000000000001,0.36839009581633625,107
2016-04-01,Manhattan,7,4954.4,1173.8,779.9,12.2,27.6,,,1,2016,1953.6999999999998,0.39433634748910057,107
2016-09-01,Manhattan,7,5003.0,1235.0,749.8,15.3,28.6,,,1,2016,1984.8,0.39672196681990807,107
2019-02-01,Manhattan,7,4305.5,987.7,712.2,28.5,32.8,,,1,2019,1699.9,0.39482057833004297,107
2018-06-01,Manhattan,7,5043.0,1265.2,812.7,26.1,20.9,,,1,2018,2077.9,0.41203648621852074,107
2019-06-01,Manhattan,7,4801.9,1188.6,796.8,43.4,32.2,,,1,2019,1985.3999999999999,0.4134613382202878,107
2019-08-01,Manhattan,7,4524.5,1093.8,758.5,40.6,,,,1,2019,1852.3,0.4093933031274174,107
2014-02-01,Manhattan,3,2699.0,260.6,223.2,,,,,1,2014,483.8,0.17925157465728048,103
2010-05-01,Manhattan,3,2882.8,338.4,263.9,,,,,1,2010,602.3,0.20892881920355208,103
2010-04-01,Manhattan,3,2913.8,342.3,271.4,,,,,1,2010,613.7,0.21061843640606767,103
2011-10-01,Manhattan,3,3027.7,314.6,234.3,,,,,1,2011,548.9000000000001,0.1812927304554613,103
2011-02-01,Manhattan,3,2959.8,334.7,279.1,,,,,1,2011,613.8,0.20737887695114532,103
2011-04-01,Manhattan,3,3061.9,328.5,249.8,,,,,1,2011,578.3,0.18886965609588816,103
2011-11-01,Manhattan,3,3055.5,302.1,227.2,,,,,1,2011,529.3,0.1732286041564392,103
2015-04-01,Manhattan,3,2934.8,343.1,300.7,,26.4,,,1,2015,643.8,0.2193675889328063,103
2018-11-01,Manhattan,3,3005.8,340.4,324.7,,53.5,,,1,2018,665.0999999999999,0.22127220706633838,103
2019-06-01,Manhattan,3,3005.1,343.4,312.9,,45.5,,,1,2019,656.3,0.2183953944960234,103
2015-09-01,Manhattan,2,2007.0,481.0,301.7,,14.8,,,1,2015,782.7,0.3899850523168909,102
2016-05-01,Manhattan,2,1986.6,451.4,320.2,,15.1,,,1,2016,771.5999999999999,0.38840229537903953,102
2018-01-01,Manhattan,2,2053.2,489.7,372.2,,17.4,,42.9,1,2018,861.9,0.4197837521917008,102
2014-09-01,Manhattan,2,2031.9,429.3,283.0,,18.0,,,1,2014,712.3,0.35055859048181504,102
2011-02-01,Manhattan,2,2234.8,445.4,297.9,,,,,1,2011,743.3,0.3326024700196885,102
2012-10-01,Manhattan,2,2155.7,470.7,264.9,,,,,1,2012,735.5999999999999,0.34123486570487543,102
2010-03-01,Manhattan,2,2411.2,524.7,323.5,,,,,1,2010,848.2,0.35177504976775054,102
2010-05-01,Manhattan,2,2131.0,492.8,289.9,,,,,1,2010,782.7,0.367292351008916,102
2012-02-01,Manhattan,2,1990.6,379.4,275.5,,,,,1,2012,654.9,0.32899628252788105,102
2012-04-01,Manhattan,2,2070.9,373.8,263.5,,,,,1,2012,637.3,0.30774059587618907,102
2009-03-01,Manhattan,2,2163.9,460.9,274.7,,,,,1,2009,735.5999999999999,0.33994177180091495,102
2014-08-01,Manhattan,2,1887.0,346.4,246.7,,1.2,,,1,2014,593.0999999999999,0.3143084260731319,102
2009-04-01,Manhattan,2,2210.8,497.3,302.4,,,,,1,2009,799.7,0.3617242627103311,102
2017-09-01,Manhattan,2,1940.3,434.7,296.5,,13.8,,,1,2017,731.2,0.37684894088543014,102
2018-07-01,Manhattan,2,1842.6,416.8,290.2,,,,,1,2018,707.0,0.3836969499620102,102
2015-11-01,Manhattan,10,2688.2,213.6,182.1,,18.6,,,1,2015,395.7,0.14719886913176103,110
2015-01-01,Manhattan,10,2616.6,244.6,213.2,,,,21.6,1,2015,457.79999999999995,0.17495987158908505,110
2011-11-01,Manhattan,10,2925.8,194.7,136.6,,,,,1,2011,331.29999999999995,0.11323398728552872,110
2013-10-01,Manhattan,10,2847.5,217.7,171.8,,,,,1,2013,389.5,0.13678665496049167,110
2012-12-01,Manhattan,10,2859.4,195.2,134.8,,,,,1,2012,330.0,0.11540882702664894,110
2009-10-01,Manhattan,10,2872.1,224.1,167.3,,,,,1,2009,391.4,0.1362765920406671,110
2015-06-01,Manhattan,10,3026.2,246.1,210.7,,,,,1,2015,456.79999999999995,0.15094838411208777,110
2016-09-01,Manhattan,10,2781.7,286.9,257.3,,,,,1,2016,544.2,0.1956357623036273,110
2017-07-01,Manhattan,10,2799.8,230.3,227.2,,,,,1,2017,457.5,0.16340452889492105,110
2018-07-01,Manhattan,10,2878.2,256.6,249.3,,,,,1,2018,505.90000000000003,0.17576957820860262,110
2018-02-01,Manhattan,10,2463.6,233.2,230.4,,26.7,,,1,2018,463.6,0.18817989933430754,110
2019-11-01,Manhattan,10,630.5,50.3,48.1,2.8,8.4,,,1,2019,98.4,0.15606661379857256,110
2010-01-01,Bronx,4,4364.6,185.1,209.3,,,,12.4,2,2010,394.4,0.09036337808733903,204
2016-01-01,Bronx,4,3682.3,172.5,220.0,,,,12.4,2,2016,392.5,0.1065909893273226,204
2011-11-01,Bronx,4,4670.2,173.8,173.8,,,,,2,2011,347.6,0.07442936062695389,204
2013-03-01,Bronx,4,4512.3,189.2,177.4,,,,,2,2013,366.6,0.08124459809853068,204
2013-11-01,Bronx,4,4168.4,176.0,189.4,,,,,2,2013,365.4,0.08765953363400826,204
2012-03-01,Bronx,4,4532.8,182.4,171.8,,,,,2,2012,354.20000000000005,0.07814154606424285,204
2010-05-01,Bronx,4,4208.7,172.4,189.0,,,,,2,2010,361.4,0.08586974600232851,204
2013-10-01,Bronx,4,4218.8,177.6,191.3,,,,,2,2013,368.9,0.08744192661420308,204
2011-04-01,Bronx,4,4543.1,176.4,186.5,,,,,2,2011,362.9,0.07987937751755408,204
2010-04-01,Bronx,4,4348.0,177.3,192.8,,,,,2,2010,370.1,0.08511959521619136,204
2011-09-01,Bronx,4,4588.1,169.4,167.9,,,,,2,2011,337.3,0.07351627035156165,204
2016-10-01,Bronx,4,4035.3,208.5,299.9,,,,,2,2016,508.4,0.12598815453621787,204
2017-08-01,Bronx,4,4221.9,223.6,336.5,,,,,2,2017,560.1,0.13266538762168695,204
2017-02-01,Bronx,4,3681.8,175.1,268.9,,,,,2,2017,444.0,0.1205931881145092,204
2016-09-01,Bronx,4,4010.3,211.3,284.1,,,,,2,2016,495.40000000000003,0.12353190534373987,204
2017-09-01,Bronx,4,4041.4,211.9,324.3,,,,,2,2017,536.2,0.13267679516999062,204
2018-02-01,Bronx,4,3579.3,206.3,292.3,,,,,2,2018,498.6,0.13930098063867236,204
2018-08-01,Bronx,4,4262.4,229.3,342.9,14.5,,,,2,2018,572.2,0.13424361861861864,204
2019-03-01,Bronx,4,3947.0,238.2,339.0,17.1,,,,2,2019,577.2,0.14623764884722576,204
2015-01-01,Brooklyn,1,4697.8,462.5,381.0,,,,31.2,3,2015,843.5,0.1795521307846226,301
2013-01-01,Brooklyn,1,4787.1,528.1,404.7,,,,32.3,3,2013,932.8,0.19485701155187898,301
2018-01-01,Brooklyn,1,5183.6,592.1,475.2,35.8,,,52.8,3,2018,1067.3,0.20589937495177094,301
2014-12-01,Brooklyn,1,5186.1,564.4,409.5,,,,,3,2014,973.9,0.18779043982954435,301
2010-07-01,Brooklyn,1,3854.4,391.1,384.9,,,,,3,2010,776.0,0.20132835201328353,301
2012-10-01,Brooklyn,1,4856.4,460.9,311.8,,,,,3,2012,772.7,0.15910962853142246,301
2015-04-01,Brooklyn,1,5132.1,502.5,418.3,,,,,3,2015,920.8,0.1794197307145223,301
2014-02-01,Brooklyn,1,4300.8,415.1,338.8,,,,,3,2014,753.9000000000001,0.17529296875,301
2011-04-01,Brooklyn,1,4987.3,492.3,353.2,,,,,3,2011,845.5,0.1695306077436689,301
2013-07-01,Brooklyn,1,4288.1,396.2,375.1,,,,,3,2013,771.3,0.17986987243767633,301
2012-12-01,Brooklyn,1,4888.2,515.4,336.6,,,,,3,2012,852.0,0.174297287345035,301
2009-08-01,Brooklyn,1,3924.7,391.4,365.5,,,,,3,2009,756.9,0.19285550487935385,301
2009-04-01,Brooklyn,1,4544.2,437.1,388.4,,,,,3,2009,825.5,0.1816601381981427,301
2014-05-01,Brooklyn,1,5378.7,555.5,407.0,,,,,3,2014,962.5,0.17894658560618737,301
2012-05-01,Brooklyn,1,5030.8,501.6,364.1,,,,,3,2012,865.7,0.17207998727836527,301
2014-09-01,Brooklyn,1,5177.4,499.9,365.7,,,,,3,2014,865.5999999999999,0.167188163943292,301
2016-12-01,Brooklyn,1,5409.5,726.3,501.0,11.7,,,,3,2016,1227.3,0.2268786394306313,301
2016-05-01,Brooklyn,1,5180.6,529.9,414.2,19.3,,,,3,2016,944.0999999999999,0.18223757865884258,301
2016-10-01,Brooklyn,1,5215.7,587.8,431.3,24.2,,,,3,2016,1019.0999999999999,0.1953908391970397,301
2015-11-01,Brooklyn,1,4915.0,466.6,358.2,26.4,,,,3,2015,824.8,0.16781281790437436,301
2018-09-01,Brooklyn,1,5352.8,672.7,445.1,58.9,,,,3,2018,1117.8000000000002,0.20882528769989542,301
2014-11-01,Brooklyn,1,4821.9,450.0,330.2,,,,,3,2014,780.2,0.16180343847860804,301
2019-10-01,Brooklyn,1,5759.7,695.6,534.0,61.7,,,,3,2019,1229.6,0.21348334114624024,301
2018-12-01,Brooklyn,3,4068.9,368.7,313.1,,,7.8,,3,2018,681.8,0.16756371500897047,303
2014-03-01,Brooklyn,3,3915.1,243.6,217.4,,,,,3,2014,461.0,0.11774922735051467,303
2014-02-01,Brooklyn,3,3309.6,211.7,194.2,,,,,3,2014,405.9,0.122643219724438,303
2014-05-01,Brooklyn,3,4361.9,253.8,230.4,,,,,3,2014,484.20000000000005,0.11100667140466312,303
2011-03-01,Brooklyn,3,4238.6,266.1,232.6,,,,,3,2011,498.70000000000005,0.11765677346293588,303
2010-05-01,Brooklyn,3,3982.4,227.1,232.5,,,,,3,2010,459.6,0.11540779429489756,303
2015-03-01,Brooklyn,3,3917.6,297.9,265.9,,,,,3,2015,563.8,0.1439146416173167,303
2016-12-01,Brooklyn,3,3989.7,386.9,336.3,,,,,3,2016,723.2,0.18126676191192323,303
2018-06-01,Brooklyn,3,4294.1,359.4,368.0,,,,,3,2018,727.4,0.16939521669267132,303
2018-08-01,Brooklyn,3,4307.4,387.9,378.9,,,,,3,2018,766.8,0.17801922273297116,303
2018-07-01,Brooklyn,3,4142.6,347.0,378.5,,,,,3,2018,725.5,0.17513155988992418,303
2018-05-01,Brooklyn,3,4434.5,387.8,374.0,,,,,3,2018,761.8,0.17178937873491937,303
2018-10-01,Brooklyn,3,4345.1,395.8,370.9,,,,,3,2018,766.7,0.1764516351752549,303
2019-11-01,Brooklyn,3,1046.9,61.6,58.7,,,,,3,2019,120.30000000000001,0.11491068869997134,303
2019-08-01,Brooklyn,3,3978.4,359.8,384.9,,,,,3,2019,744.7,0.18718580333802534,303
2014-01-01,Manhattan,12,4906.4,485.9,494.4,,31.3,,41.6,1,2014,980.3,0.1998002608837437,112
2014-06-01,Manhattan,12,5034.8,404.9,394.1,,28.9,,,1,2014,799.0,0.15869547946293794,112
2014-04-01,Manhattan,12,5025.2,434.8,422.6,,29.0,,,1,2014,857.4000000000001,0.17062007482289265,112
2014-08-01,Manhattan,12,4863.0,408.2,408.3,,9.3,,,1,2014,816.5,0.16790047295907876,112
2016-01-01,Manhattan,12,4454.7,404.5,458.8,,24.4,,38.4,1,2016,863.3,0.193795317305318,112
2018-04-01,Manhattan,12,4548.4,404.7,439.9,29.9,29.5,,,1,2018,844.5999999999999,0.18569167179667576,112
2019-03-01,Manhattan,12,4527.2,417.0,483.2,26.9,43.1,,,1,2019,900.2,0.19884255168757733,112
2019-10-01,Manhattan,12,4864.0,490.3,550.2,33.9,38.2,,,1,2019,1040.5,0.2139185855263158,112
2011-01-01,Manhattan,12,5604.3,421.9,397.5,,,,29.6,1,2011,819.4,0.14620916082293953,112
2012-11-01,Manhattan,12,5273.9,436.5,418.5,,,,,1,2012,855.0,0.16211911488651662,112
2009-02-01,Manhattan,12,4701.0,352.5,356.4,,,,,1,2009,708.9,0.15079770261646458,112
2011-05-01,Manhattan,12,5278.8,393.2,353.6,,,,,1,2011,746.8,0.14147154656361294,112
2012-12-01,Manhattan,12,5179.9,370.0,341.1,,,,,1,2012,711.1,0.13728064248344565,112
2011-07-01,Manhattan,12,5060.2,362.9,356.0,,,,,1,2011,718.9,0.1420694834196277,112
2016-08-01,Manhattan,12,5071.0,453.6,514.1,,,,,1,2016,967.7,0.1908302110037468,112
2018-01-01,Manhattan,5,1330.1,261.3,194.1,,,,50.4,1,2018,455.4,0.34238027215998795,105
2014-08-01,Manhattan,5,1223.9,214.5,136.0,,,,,1,2014,350.5,0.2863796061769752,105
2010-07-01,Manhattan,5,1270.7,276.6,161.8,,,,,1,2010,438.40000000000003,0.34500668922641065,105
2012-02-01,Manhattan,5,1211.0,203.0,148.9,,,,,1,2012,351.9,0.29058629232039634,105
2010-02-01,Manhattan,5,1103.8,211.4,118.8,,,,,1,2010,330.2,0.299148396448632,105
2013-12-01,Manhattan,5,1325.2,268.7,160.5,,,,,1,2013,429.2,0.32387564141261693,105
2013-08-01,Manhattan,5,1277.7,181.9,131.1,,,,,1,2013,313.0,0.2449714330437505,105
2012-10-01,Manhattan,5,1333.9,267.4,136.8,,,,,1,2012,404.2,0.3030212159832071,105
2012-12-01,Manhattan,5,1342.9,255.0,132.5,,,,,1,2012,387.5,0.288554620597215,105
2013-04-01,Manhattan,5,1313.7,219.3,147.8,,,,,1,2013,367.1,0.27943975032351376,105
2015-03-01,Manhattan,5,1276.1,261.9,156.1,,,,,1,2015,418.0,0.3275605360081498,105
2014-07-01,Manhattan,5,1302.7,268.4,161.1,,,,,1,2014,429.5,0.329699854149075,105
2013-07-01,Manhattan,5,1334.1,205.5,145.3,,,,,1,2013,350.8,0.2629488044374485,105
2012-07-01,Manhattan,5,1271.2,215.8,142.8,,,,,1,2012,358.6,0.28209565764631844,105
2011-02-01,Manhattan,5,1241.6,258.9,161.7,,,,,1,2011,420.59999999999997,0.3387564432989691,105
2016-09-01,Manhattan,5,1337.2,284.6,169.6,,,,,1,2016,454.20000000000005,0.33966497158241105,105
2015-11-01,Manhattan,5,1264.8,256.4,141.1,,,,,1,2015,397.5,0.31427893738140417,105
2018-09-01,Manhattan,5,1302.0,288.8,163.8,,,,,1,2018,452.6,0.34761904761904766,105
2019-03-01,Manhattan,5,1229.1,263.7,170.5,,,,,1,2019,434.2,0.3532666178504597,105
2019-07-01,Manhattan,5,1295.5,293.7,186.8,,,,,1,2019,480.5,0.37089926669239676,105
2014-11-01,Manhattan,8,5393.6,1135.5,683.7,14.9,,,,1,2014,1819.2,0.3372886383862355,108
2011-09-01,Manhattan,8,5904.3,1225.6,643.8,,,,,1,2011,1869.3999999999999,0.3166167030808055,108
2011-10-01,Manhattan,8,5947.9,1060.8,652.0,,,,,1,2011,1712.8,0.2879671816943795,108
2010-07-01,Manhattan,8,5369.4,1163.3,628.1,,,,,1,2010,1791.4,0.3336313182106008,108
2014-03-01,Manhattan,8,5125.1,1005.0,646.8,,,,,1,2014,1651.8,0.32229615031901815,108
2009-08-01,Manhattan,8,5181.2,1102.9,587.5,,,,,1,2009,1690.4,0.32625646568362543,108
2012-11-01,Manhattan,8,6270.0,1546.1,766.2,,,,,1,2012,2312.3,0.36878787878787883,108
2010-06-01,Manhattan,8,5979.9,1242.6,642.5,,,,,1,2010,1885.1,0.31523938527400125,108
2014-09-01,Manhattan,8,5478.3,1132.3,645.0,,,,,1,2014,1777.3,0.32442546045306025,108
2015-12-01,Manhattan,8,5574.6,1516.0,881.0,6.8,,,,1,2015,2397.0,0.429986007964697,108
2015-11-01,Manhattan,8,5268.8,1181.9,694.0,4.7,,,,1,2015,1875.9,0.35603932584269665,108
2014-08-01,Manhattan,8,4792.1,963.6,603.7,,,,,1,2014,1567.3000000000002,0.32705911813192545,108
2016-06-01,Manhattan,8,5483.8,1159.0,788.5,8.2,,,,1,2016,1947.5,0.35513694883110253,108
2017-05-01,Manhattan,8,5796.7,1169.6,797.6,10.5,,,,1,2017,1967.1999999999998,0.3393655010609484,108
2018-07-01,Manhattan,8,4785.4,1012.2,668.1,18.9,,,,1,2018,1680.3000000000002,0.3511305220044302,108
2018-06-01,Manhattan,8,5367.5,1256.0,820.0,15.6,,,,1,2018,2076.0,0.3867722403353517,108
2016-11-01,Manhattan,8,5486.5,1262.4,768.0,7.2,,,,1,2016,2030.4,0.37007199489656434,108
2015-07-01,Manhattan,8,4865.1,1034.5,679.3,13.6,,,,1,2015,1713.8,0.35226408501366874,108
2015-09-01,Manhattan,8,5389.3,1235.1,700.5,14.6,,,,1,2015,1935.6,0.3591561056166849,108
2014-12-01,Manhattan,8,5624.6,1332.5,765.8,12.7,,,,1,2014,2098.3,0.37305763965437544,108
2018-12-01,Manhattan,8,5260.7,1392.4,832.1,12.7,,,,1,2018,2224.5,0.4228524721044728,108
2015-01-01,Bronx,5,3171.8,162.3,232.3,,,,7.6,2,2015,394.6,0.1244088530172142,205
2011-06-01,Bronx,5,3948.0,179.8,223.7,,,,,2,2011,403.5,0.10220364741641337,205
2009-08-01,Bronx,5,3677.2,171.9,259.4,,,,,2,2009,431.29999999999995,0.11729032959860763,205
2011-04-01,Bronx,5,3710.3,182.9,239.7,,,,,2,2011,422.6,0.11389914562164785,205
2009-11-01,Bronx,5,3577.1,164.4,211.6,,,,,2,2009,376.0,0.1051130804282799,205
2013-09-01,Bronx,5,3326.4,174.8,214.8,,,,,2,2013,389.6,0.11712361712361713,205
2014-12-01,Bronx,5,3665.3,244.8,283.7,,,,,2,2014,528.5,0.14419010722178266,205
2014-08-01,Bronx,5,3431.9,187.3,253.0,,,,,2,2014,440.3,0.12829627902910923,205
2012-04-01,Bronx,5,3404.2,156.8,205.8,,,,,2,2012,362.6,0.10651548087656426,205
2010-08-01,Bronx,5,3705.0,184.0,240.6,,,,,2,2010,424.6,0.11460188933873144,205
2013-02-01,Bronx,5,3264.1,148.3,191.7,,,,,2,2013,340.0,0.10416347538371987,205
2009-10-01,Bronx,5,3650.9,179.6,244.9,,,,,2,2009,424.5,0.11627269988222082,205
2009-06-01,Bronx,5,3990.3,187.2,270.0,,,,,2,2009,457.2,0.11457785128937673,205
2014-09-01,Bronx,5,3518.8,186.3,252.8,,,,,2,2014,439.1,0.12478685915653064,205
2016-02-01,Bronx,5,3267.7,218.4,338.4,,,,,2,2016,556.8,0.17039507910762922,205
2016-09-01,Bronx,5,3423.4,188.9,309.5,,,,,2,2016,498.4,0.14558625927440555,205
2018-02-01,Bronx,5,3117.9,178.2,273.9,,,,,2,2018,452.09999999999997,0.14500144327913017,205
2018-06-01,Bronx,5,3586.9,212.6,332.4,5.1,,,,2,2018,545.0,0.15194178817363183,205
2019-06-01,Bronx,5,3461.2,213.0,329.4,,,,,2,2019,542.4,0.1567086559574714,205
2009-01-01,Manhattan,6,3127.1,934.9,530.5,,,,37.0,1,2009,1465.4,0.4686130920021746,106
2014-07-01,Manhattan,6,2939.2,496.5,360.4,,,,,1,2014,856.9,0.29154191616766467,106
2013-08-01,Manhattan,6,2913.7,478.0,356.0,,,,,1,2013,834.0,0.28623399800940386,106
2013-04-01,Manhattan,6,2948.7,393.2,318.6,,,,,1,2013,711.8,0.2413945128361651,106
2009-11-01,Manhattan,6,2938.8,667.6,377.3,,,,,1,2009,1044.9,0.3555532870559412,106
2009-12-01,Manhattan,6,3180.4,924.3,519.1,,,,,1,2009,1443.4,0.4538422839894353,106
2012-12-01,Manhattan,6,2984.3,587.3,360.8,,,,,1,2012,948.0999999999999,0.3176959420969741,106
2012-06-01,Manhattan,6,2966.3,500.0,351.0,,,,,1,2012,851.0,0.28688939082358494,106
2011-08-01,Manhattan,6,3088.6,462.9,311.4,,,,,1,2011,774.3,0.2506961082691187,106
2014-10-01,Manhattan,6,3017.7,594.6,424.4,,,,,1,2014,1019.0,0.33767438777877196,106
2017-06-01,Manhattan,6,2936.0,556.2,439.1,15.2,,,,1,2017,995.3000000000001,0.33899863760217985,106
2016-12-01,Manhattan,6,2916.5,750.5,508.9,22.8,,,,1,2016,1259.4,0.4318189610834905,106
2018-09-01,Manhattan,6,2871.6,598.9,394.8,25.9,,,,1,2018,993.7,0.34604401727260065,106
2019-02-01,Manhattan,6,2594.9,506.6,392.8,26.0,,,,1,2019,899.4000000000001,0.34660295194419827,106
2018-10-01,Manhattan,6,3124.5,580.1,392.3,33.3,,,,1,2018,972.4000000000001,0.3112177948471756,106
