year,boro_cd,total_recycled,total_refuse,total_waste,pct_recycled_annum,pct_recycled_2009,pct_change,pct_point_change,poverty_rate
2019-01-01,403,8537.6,50232.2,58769.799999999996,14.527189134555504,14.103982966233206,3.000614573454241,0.42320616832229874,24.0
2009-01-01,404,7863.1,52371.6,60234.7,13.054103365667963,13.054103365667963,0.0,0.0,25.6
2010-01-01,404,7480.499999999999,51291.0,58771.5,12.728108011536202,13.054103365667963,-2.4972634657476567,-0.32599535413176106,25.6
2011-01-01,404,7665.300000000001,52846.6,60511.9,12.667425746010291,13.054103365667963,-2.962115503655549,-0.38667761965767156,25.6
2012-01-01,404,7312.899999999999,51441.700000000004,58754.600000000006,12.446514826073189,13.054103365667963,-4.654387379777614,-0.607588539594774,25.6
2013-01-01,404,7416.900000000001,50083.399999999994,57500.299999999996,12.898889223186663,13.054103365667963,-1.1890065378945214,-0.1552141424813005,25.6
2014-01-01,404,7587.400000000001,50128.9,57716.3,13.146026339179748,13.054103365667963,0.7041691867825994,0.09192297351178524,25.6
2015-01-01,404,7891.700000000001,49904.7,57796.399999999994,13.654310649106174,13.054103365667963,4.597843809148494,0.6002072834382108,25.6
2016-01-01,404,8399.499999999998,48705.99999999999,57105.49999999999,14.708740839323706,13.054103365667963,12.675228832701046,1.6546374736557432,25.6
2017-01-01,404,8680.699999999999,47457.99999999999,56138.69999999999,15.46295158241997,13.054103365667963,18.45280483290206,2.4088482167520073,25.6
2018-01-01,404,8863.4,47833.8,56697.200000000004,15.632870759049828,13.054103365667963,19.75445820479691,2.578767393381865,25.6
2019-01-01,404,7605.500000000001,40786.799999999996,48392.299999999996,15.716343302550204,13.054103365667963,20.393893493166914,2.6622399368822407,25.6
2009-01-01,405,15650.800000000001,59384.7,75035.5,20.85786061264335,20.85786061264335,0.0,0.0,16.8
2010-01-01,405,14760.9,58495.80000000001,73256.70000000001,20.1495562863192,20.85786061264335,-3.39586278515448,-0.70830432632415,16.8
2011-01-01,405,15263.399999999998,60850.1,76113.5,20.053472774212196,20.85786061264335,-3.8565213056585557,-0.804387838431154,16.8
2012-01-01,405,14330.300000000001,59551.299999999996,73881.59999999999,19.39630435724186,20.85786061264335,-7.007220359481847,-1.46155625540149,16.8
2013-01-01,405,14567.900000000003,58483.2,73051.1,19.942067949695492,20.85786061264335,-4.390635645502083,-0.9157926629478581,16.8
2014-01-01,405,14920.9,57169.70000000001,72090.6,20.69742795870751,20.85786061264335,-0.7691711864187489,-0.16043265393583894,16.8
2015-01-01,405,15407.299999999997,56187.8,71595.1,21.520048159720425,20.85786061264335,3.174762548157406,0.6621875470770746,16.8
2016-01-01,405,16233.8,55550.20000000001,71784.00000000001,22.61478881087707,20.85786061264335,8.423338475896847,1.7569281982337195,16.8
2017-01-01,405,15987.6,54490.80000000001,70478.40000000001,22.684396921610023,20.85786061264335,8.757064508617374,1.8265363089666735,16.8
2018-01-01,405,15954.099999999999,56488.3,72442.4,22.02315218711694,20.85786061264335,5.586822139214154,1.1652915744735886,16.8
2019-01-01,405,13478.699999999999,47823.1,61301.799999999996,21.987445719375287,20.85786061264335,5.415632637065482,1.1295851067319376,16.8
2009-01-01,406,8884.2,33618.4,42502.600000000006,20.90272124528852,20.90272124528852,0.0,0.0,15.1
2010-01-01,406,8428.4,33054.3,41482.700000000004,20.317867448357987,20.90272124528852,-2.7979792203484566,-0.5848537969305347,15.1
2011-01-01,406,8537.3,34678.2,43215.5,19.755180432946513,20.90272124528852,-5.489911092799293,-1.147540812342008,15.1
2012-01-01,406,8359.5,33902.0,42261.5,19.780414798338914,20.90272124528852,-5.369188220900067,-1.122306446949608,15.1
2013-01-01,406,8248.0,33497.5,41745.5,19.75781820795056,20.90272124528852,-5.4772918028365485,-1.1449030373379614,15.1
2014-01-01,406,8576.4,33384.90000000001,41961.30000000001,20.438832924623398,20.90272124528852,-2.2192723866979014,-0.46388832066512364,15.1
2015-01-01,406,8869.799999999997,32998.9,41868.7,21.184799145901348,20.90272124528852,1.3494793204325228,0.2820779006128262,15.1
