boro_cd,BOROUGH,year,poverty_rate,REFUSETONSCOLLECTED,total_recycled,unemployment_cd,pct_white_nh,pct_hispanic,pct_black_nh,pct_foreign_born,fp_100_mhhi,pct_recycled_CURRENT,pct_recycled_2009
412,,2010,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
412,,2011,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
412,,2012,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
412,,2013,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
412,,2014,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
412,,2015,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
412,,2016,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
412,,2017,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
412,,2018,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
412,,2019,,,,7.1,1.7,16.7,61.2,42.7,26000.0,,16.556715215056133
413,,2009,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2010,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2011,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2012,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2013,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2014,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2015,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2016,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2017,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2018,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
413,,2019,,,,5.0,11.4,12.3,55.7,42.0,40000.0,,22.263199707417602
414,,2009,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2010,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2011,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2012,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2013,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2014,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2015,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2016,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2017,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2018,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
414,,2019,,,,5.1,35.1,24.4,35.1,26.1,29000.0,,16.20145069537763
501,,2009,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2010,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2011,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2012,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2013,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2014,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2015,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2016,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2017,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2018,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
501,,2019,,,,3.3,38.2,29.6,21.5,24.1,27000.0,,23.503813871794055
502,,2009,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2010,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2011,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2012,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2013,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2014,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2015,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2016,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2017,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2018,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
502,,2019,,,,3.2,66.5,13.7,4.1,28.0,37000.0,,26.12650103123956
503,,2009,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2010,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2011,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2012,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2013,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2014,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2015,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2016,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2017,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2018,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
503,,2019,,,,3.2,83.4,9.9,1.0,15.6,44000.0,,27.377908666892314
